facilitiesPK,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,guestsIncluded,amenitiesFK
2182,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,1,3440
2183,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,3442
2184,House,Entire home/apt,5,3.0,3.0,5.0,Real Bed,1,114
2185,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3475
2186,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3474
2187,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3471
2188,House,Private room,1,1.0,1.0,1.0,Pull-out Sofa,1,3470
2189,House,Private room,2,1.0,1.0,1.0,Airbed,1,3468
2190,House,Private room,2,3.0,1.0,1.0,Real Bed,1,3466
2191,House,Private room,2,5.0,1.0,1.0,Real Bed,1,3463
2192,House,Private room,2,1.5,1.0,1.0,Real Bed,2,203
2193,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,3461
2194,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,3457
2195,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,3458
2196,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,3457
2197,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,3456
2198,House,Entire home/apt,2,2.5,2.0,2.0,Real Bed,1,3455
2199,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,2,118
2200,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,2,3453
2201,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,4,119
2202,House,Entire home/apt,5,3.0,2.0,2.0,Real Bed,1,121
2203,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,2,3448
2204,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,2,122
2205,House,Private room,2,1.0,1.0,1.0,Real Bed,1,123
2206,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,6,68
2207,House,Entire home/apt,2,2.0,1.0,1.0,Real Bed,1,3444
2208,House,Private room,4,2.5,1.0,2.0,Real Bed,1,3443
2209,House,Entire home/apt,2,1.0,1.0,1.0,Futon,1,125
2210,House,Entire home/apt,7,1.0,2.0,2.0,Real Bed,2,3405
2211,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,3574
2212,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,3576
2213,House,Private room,3,1.5,1.0,2.0,Real Bed,1,22
2214,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,1,23
2215,House,Private room,2,1.0,1.0,1.0,Real Bed,1,24
2216,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,1,25
2217,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,6,26
2218,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,27
2219,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1334
2220,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,1,3687
2221,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,3686
2222,House,Private room,1,1.5,1.0,1.0,Real Bed,1,3685
2223,House,Entire home/apt,7,1.0,3.0,7.0,Real Bed,7,3684
2224,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,3683
2225,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,6,3682
2226,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3680
2227,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3677
2228,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,1,3676
2229,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,6,32
2230,House,Entire home/apt,4,3.0,3.0,2.0,Real Bed,1,33
2231,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,1,3673
2232,House,Entire home/apt,7,3.5,4.0,3.0,Real Bed,7,34
2233,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3669
2234,House,Entire home/apt,3,1.0,2.0,1.0,Real Bed,2,3668
2235,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,1,3667
2236,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,3665
2237,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,3664
2238,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,1,3700
2239,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,6,37
2240,House,Entire home/apt,4,1.0,3.0,5.0,Real Bed,1,3701
2241,House,Private room,2,1.0,1.0,1.0,Real Bed,1,18
2242,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3744
2243,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,3742
2244,House,Entire home/apt,11,4.5,5.0,7.0,Real Bed,10,3
2245,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,4,3739
2246,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,4,413
2247,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,6,5
2248,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3735
2249,House,Private room,2,1.0,1.0,1.0,Real Bed,1,6
2250,House,Private room,2,1.0,1.0,1.0,Real Bed,1,7
2251,House,Entire home/apt,16,3.5,4.0,10.0,Real Bed,12,3732
2252,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3731
2253,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3727
2254,House,Entire home/apt,2,1.0,0.0,1.0,Futon,2,3726
2255,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,4,3722
2256,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,11
2257,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3720
2258,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,12
2259,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3718
2260,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,1,1044
2261,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,4,14
2262,House,Entire home/apt,16,3.5,6.0,15.0,Real Bed,8,15
2263,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3712
2264,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,1,16
2265,House,Private room,2,2.0,1.0,1.0,Real Bed,3,3709
2266,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3708
2267,House,Entire home/apt,10,3.5,5.0,5.0,Real Bed,1,20
2268,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,6,3575
2269,House,Private room,1,1.0,1.0,1.0,Futon,1,38
2270,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,42
2271,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,2955
2272,House,Entire home/apt,5,2.0,3.0,4.0,Real Bed,2,3607
2273,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,65
2274,House,Private room,4,1.0,1.0,2.0,Real Bed,2,3605
2275,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,6,66
2276,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,7,3603
2277,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3602
2278,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3601
2279,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,4,3599
2280,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,3598
2281,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,1,68
2282,House,Entire home/apt,4,3.5,3.0,3.0,Real Bed,4,3596
2283,House,Private room,2,1.5,1.0,1.0,Real Bed,1,3595
2284,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3465
2285,House,Private room,2,3.0,1.0,1.0,Real Bed,1,3592
2286,House,Private room,2,1.0,1.0,1.0,Pull-out Sofa,1,71
2287,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3587
2288,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,73
2289,House,Private room,1,2.0,1.0,1.0,Real Bed,1,3584
2290,House,Private room,2,2.0,1.0,1.0,Real Bed,2,3581
2291,House,Entire home/apt,6,1.0,0.0,4.0,Real Bed,4,3582
2292,House,Private room,4,2.0,1.0,1.0,Real Bed,2,3581
2293,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,3579
2294,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3578
2295,House,Private room,2,1.0,1.0,2.0,Real Bed,2,3577
2296,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3610
2297,House,Private room,2,1.0,1.0,1.0,Pull-out Sofa,1,3661
2298,House,Private room,1,1.0,1.0,1.0,Real Bed,1,890
2299,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3616
2300,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3656
2301,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,4,3655
2302,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3654
2303,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,4,43
2304,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,4,3652
2305,House,Entire home/apt,2,2.0,1.0,1.0,Real Bed,3,3651
2306,House,Private room,5,1.0,1.0,1.0,Real Bed,1,45
2307,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3644
2308,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,49
2309,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3642
2310,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,50
2311,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,51
2312,House,Entire home/apt,12,3.0,4.0,6.0,Real Bed,1,3637
2313,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3635
2314,House,Private room,4,1.0,1.0,2.0,Real Bed,1,3634
2315,House,Private room,2,1.0,1.0,2.0,Real Bed,2,3632
2316,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3631
2317,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,1,1866
2318,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3629
2319,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3625
2320,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,58
2321,House,Entire home/apt,4,2.5,3.0,3.0,Real Bed,4,59
2322,House,Private room,3,1.0,1.0,2.0,Real Bed,2,3620
2323,House,Private room,2,2.0,1.0,1.0,Real Bed,1,60
2324,House,Private room,3,1.0,1.0,2.0,Real Bed,3,3618
2325,House,Private room,2,1.0,1.0,1.0,Real Bed,2,63
2326,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3404
2327,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1015
2328,House,Private room,2,1.0,1.0,1.0,Real Bed,0,133
2329,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,1,743
2330,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3217
2331,House,Entire home/apt,12,2.0,4.0,5.0,Real Bed,9,182
2332,House,Private room,1,0.5,1.0,1.0,Real Bed,1,3215
2333,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,1,183
2334,House,Private room,2,1.0,1.0,1.0,Real Bed,1,194
2335,House,Private room,1,1.0,1.0,1.0,Real Bed,0,984
2336,House,Private room,4,1.5,1.0,2.0,Real Bed,4,3211
2337,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3210
2338,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3209
2339,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3208
2340,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,1,3207
2341,House,Private room,1,1.0,1.0,1.0,Real Bed,2,3206
2342,House,Private room,2,1.0,1.0,1.0,Real Bed,1,184
2343,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3204
2344,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,185
2345,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,1,3201
2346,House,Entire home/apt,8,1.0,3.0,3.0,Real Bed,1,3200
2347,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,4,3197
2348,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3195
2349,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3194
2350,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,4,3193
2351,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,5,3192
2352,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3190
2353,House,Private room,2,1.5,1.0,1.0,Real Bed,2,3189
2354,House,Private room,2,1.0,1.0,1.0,Real Bed,1,181
2355,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,3188
2356,House,Entire home/apt,8,3.0,3.0,4.0,Real Bed,4,3220
2357,House,Private room,2,1.0,1.0,2.0,Real Bed,1,3223
2358,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,0,348
2359,House,Private room,2,1.0,1.0,1.0,Real Bed,1,178
2360,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,8,3253
2361,House,Private room,4,1.0,1.0,2.0,Real Bed,1,3252
2362,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,2276
2363,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3247
2364,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,1,179
2365,House,Private room,1,1.0,1.0,1.0,Real Bed,0,3245
2366,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,3244
2367,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,1,3243
2368,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,4,3242
2369,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,3240
2370,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3239
2371,House,Entire home/apt,4,2.5,3.0,2.0,Real Bed,1,920
2372,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,6,3236
2373,House,Entire home/apt,5,3.0,3.0,3.0,Real Bed,5,1747
2374,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,6,2942
2375,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,1,2488
2376,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3232
2377,House,Entire home/apt,5,2.5,2.0,2.0,Real Bed,0,3231
2378,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,5,3229
2379,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3227
2380,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3226
2381,House,Private room,2,1.5,1.0,1.0,Real Bed,2,3225
2382,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2459
2383,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3221
2384,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3258
2385,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,5,2890
2386,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3185
2387,House,Entire home/apt,10,2.0,2.0,5.0,Real Bed,1,217
2388,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,5,223
2389,House,Private room,2,1.5,1.0,1.0,Real Bed,1,226
2390,House,Entire home/apt,8,1.5,3.0,5.0,Real Bed,1,228
2391,House,Private room,2,1.5,1.0,1.0,Real Bed,1,229
2392,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,1,3109
2393,House,Private room,2,1.0,1.0,1.0,Real Bed,1,233
2394,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,4,2134
2395,House,Entire home/apt,8,3.5,3.0,3.0,Real Bed,4,236
2396,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,265
2397,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,1,241
2398,House,Private room,2,1.0,1.0,1.0,Real Bed,2,242
2399,House,Entire home/apt,7,4.0,3.0,3.0,Real Bed,1,248
2400,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,254
2401,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3075
2402,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,1,168
2403,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3073
2404,House,Shared room,2,1.0,1.0,2.0,Real Bed,1,3071
2405,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,3,2102
2406,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,257
2407,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,2,3066
2408,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,3,414
2409,House,Entire home/apt,6,1.0,1.0,1.0,Real Bed,4,3064
2410,House,Entire home/apt,3,1.5,2.0,3.0,Real Bed,4,3062
2411,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,259
2412,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,6,3128
2413,House,Private room,3,1.0,1.0,2.0,Real Bed,1,187
2414,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,214
2415,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,2972
2416,House,Private room,2,1.0,1.0,1.0,Real Bed,1,752
2417,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3183
2418,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3179
2419,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,3180
2420,House,Private room,1,1.0,1.0,1.0,Futon,1,3179
2421,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3178
2422,House,Entire home/apt,6,1.0,3.0,4.0,Real Bed,6,3177
2423,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,7,3176
2424,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,3174
2425,House,Private room,4,1.0,1.0,2.0,Real Bed,2,3173
2426,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3172
2427,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3170
2428,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,189
2429,House,Private room,2,1.0,1.0,2.0,Real Bed,1,190
2430,House,Entire home/apt,5,1.0,1.0,3.0,Real Bed,4,191
2431,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,192
2432,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,8,142
2433,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,194
2434,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,195
2435,House,Private room,2,1.0,1.0,1.0,Real Bed,1,197
2436,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3159
2437,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,1,203
2438,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3150
2439,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3148
2440,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3146
2441,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3140
2442,House,Private room,2,1.5,1.0,1.0,Real Bed,1,3259
2443,House,Private room,2,1.0,1.0,1.0,Real Bed,1,175
2444,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3261
2445,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,3363
2446,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3362
2447,House,Private room,2,1.0,1.0,1.0,Real Bed,1,143
2448,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,144
2449,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,145
2450,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3357
2451,House,Private room,2,1.0,1.0,2.0,Real Bed,1,3356
2452,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3355
2453,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3354
2454,House,Private room,2,1.5,1.0,1.0,Real Bed,2,146
2455,House,Private room,2,1.0,1.0,1.0,Real Bed,1,147
2456,House,Entire home/apt,6,3.0,5.0,5.0,Real Bed,6,3350
2457,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3348
2458,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3347
2459,House,Private room,2,1.0,1.0,1.0,Real Bed,1,149
2460,House,Entire home/apt,8,1.0,2.0,6.0,Real Bed,4,150
2461,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,3343
2462,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3342
2463,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,1,153
2464,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,3339
2465,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,118
2466,House,Private room,2,1.5,1.0,1.0,Real Bed,1,3336
2467,House,Private room,1,1.0,1.0,1.0,Pull-out Sofa,1,155
2468,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,3333
2469,House,Entire home/apt,8,3.5,4.0,3.0,Real Bed,6,924
2470,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3364
2471,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3330
2472,House,Private room,2,1.5,1.0,1.0,Real Bed,0,142
2473,House,Private room,2,1.0,1.0,1.0,Pull-out Sofa,1,3367
2474,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3400
2475,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3399
2476,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3397
2477,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,3396
2478,House,Private room,2,0.5,1.0,1.0,Real Bed,1,3395
2479,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,2,3394
2480,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3393
2481,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,5,3392
2482,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3390
2483,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3388
2484,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3385
2485,House,Entire home/apt,8,3.0,3.0,4.0,Real Bed,6,734
2486,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,137
2487,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,138
2488,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,1,3379
2489,House,Private room,2,2.0,1.0,1.0,Real Bed,1,3378
2490,House,Entire home/apt,6,2.0,3.0,2.0,Real Bed,4,3377
2491,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,139
2492,House,Entire home/apt,6,3.5,3.0,3.0,Real Bed,6,3375
2493,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,4,3374
2494,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1929
2495,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3372
2496,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3370
2497,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3369
2498,House,Entire home/apt,10,2.5,3.0,5.0,Real Bed,6,140
2499,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,5,141
2500,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,1,3328
2501,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,8,3327
2502,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3326
2503,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,3291
2504,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,3290
2505,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3289
2506,House,Private room,2,3.0,1.0,1.0,Real Bed,1,3287
2507,House,Entire home/apt,4,1.0,3.0,2.0,Real Bed,4,1108
2508,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,2,3285
2509,House,Entire home/apt,16,4.0,7.0,10.0,Real Bed,6,3284
2510,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,6,3282
2511,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3281
2512,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3279
2513,House,Private room,2,1.0,1.0,1.0,Real Bed,1,170
2514,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3277
2515,House,Private room,1,1.0,1.0,1.0,Real Bed,1,171
2516,House,Private room,3,1.0,1.0,1.0,Real Bed,2,502
2517,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3274
2518,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3272
2519,House,Private room,2,1.5,1.0,1.0,Real Bed,1,3271
2520,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3270
2521,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,4,3269
2522,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,3268
2523,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3267
2524,House,Private room,3,2.5,1.0,1.0,Real Bed,1,3266
2525,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,4,3265
2526,House,Private room,2,1.0,1.0,1.0,Real Bed,1,173
2527,House,Private room,2,1.0,1.0,2.0,Real Bed,2,1927
2528,House,Entire home/apt,6,1.0,2.0,1.0,Real Bed,1,3292
2529,House,Private room,3,2.0,1.0,2.0,Real Bed,2,3293
2530,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,0,969
2531,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3295
2532,House,Entire home/apt,7,1.0,3.0,4.0,Real Bed,1,3325
2533,House,Entire home/apt,6,1.0,1.0,3.0,Real Bed,4,3324
2534,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3323
2535,House,Private room,2,1.0,1.0,1.0,Real Bed,1,652
2536,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3321
2537,House,Private room,3,1.0,1.0,1.0,Real Bed,2,3320
2538,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,158
2539,House,Entire home/apt,5,2.0,3.0,4.0,Real Bed,1,3318
2540,House,Entire home/apt,8,2.0,2.0,4.0,Real Bed,5,159
2541,House,Entire home/apt,8,1.5,3.0,4.0,Real Bed,1,3315
2542,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,1,3314
2543,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3312
2544,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,4,261
2545,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,162
2546,House,Private room,4,1.5,1.0,2.0,Real Bed,4,163
2547,House,Entire home/apt,3,1.0,1.0,3.0,Real Bed,2,164
2548,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3307
2549,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,165
2550,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,167
2551,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,920
2552,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,1,3302
2553,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,3301
2554,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,2,2437
2555,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,1,3299
2556,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3298
2557,House,Private room,2,1.5,1.0,1.0,Real Bed,0,969
2558,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3310
2559,House,Shared room,1,0.5,1.0,1.0,Real Bed,1,2608
2560,House,Private room,4,1.0,1.0,2.0,Real Bed,1,587
2561,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,2625
2562,House,Entire home/apt,7,1.5,3.0,4.0,Real Bed,1,1868
2563,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,1,1866
2564,House,Private room,2,1.0,1.0,1.0,Real Bed,1,1852
2565,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,1862
2566,House,Private room,2,1.5,1.0,1.0,Airbed,1,1861
2567,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,1,480
