facilitiesPK,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,guestsIncluded,amenitiesFK
842,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,721
843,Apartment,Private room,1,1.0,1.0,1.0,Airbed,1,3496
844,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,527
845,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2676
846,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,3502
847,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3508
848,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,1,3509
849,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3542
850,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,4,3511
851,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,3518
852,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,1,3523
853,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3528
854,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3533
855,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3534
856,Apartment,Shared room,3,1.0,1.0,2.0,Real Bed,1,3535
857,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,3515
858,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2957
859,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2954
860,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2948
861,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,1
862,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,2668
863,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2666
864,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2662
865,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2661
866,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2659
867,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2658
868,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2657
869,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,3,487
870,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,2652
871,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2651
872,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,2,2650
873,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2649
874,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2646
875,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,3,2647
876,Apartment,Shared room,2,1.0,1.0,1.0,Futon,1,2646
877,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,4,2645
878,Apartment,Entire home/apt,7,1.0,2.0,2.0,Real Bed,3,84
879,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2546
880,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,2623
881,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2624
882,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,1,2626
883,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,3,118
884,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,2670
885,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,121
886,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2636
887,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,2638
888,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2641
889,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2642
890,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,1,2643
891,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,2,1373
892,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2635
893,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,2671
894,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2672
895,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2675
896,Apartment,Entire home/apt,3,1.5,2.0,1.0,Real Bed,3,2699
897,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2701
898,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2702
899,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2705
900,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2707
901,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2708
902,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,2,2697
903,Apartment,Entire home/apt,3,1.5,2.0,2.0,Real Bed,1,2710
904,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,1,2712
905,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2713
906,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,2715
907,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,1,311
908,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,1594
909,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,2718
910,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,4,2711
911,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,2620
912,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,2696
913,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,1,2694
914,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2676
915,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2677
916,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2678
917,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2679
918,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,1,2681
919,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,2682
920,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2695
921,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2683
922,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2685
923,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,2686
924,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,2687
925,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2688
926,Apartment,Private room,5,1.0,1.0,2.0,Real Bed,2,2689
927,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2693
928,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2684
929,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,1,2619
930,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,1,2618
931,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2617
932,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,2543
933,Apartment,Entire home/apt,6,1.0,0.0,3.0,Real Bed,1,2545
934,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2546
935,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2547
936,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,1,2548
937,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2549
938,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2542
939,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2550
940,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,2552
941,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2553
942,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,964
943,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,1571
944,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,1,2556
945,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,461
946,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2551
947,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2558
948,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2541
949,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,2537
950,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,536
951,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,2,2430
952,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,282
953,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2525
954,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2526
955,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,4,2527
956,Apartment,Entire home/apt,2,0.5,1.0,2.0,Real Bed,1,2538
957,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2528
958,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2530
959,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2531
960,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,2533
961,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,1,2534
962,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,2535
963,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2536
964,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,1,2529
965,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,2,2719
966,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2559
967,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,0,2563
968,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,2587
969,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2589
970,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2593
971,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,4,2596
972,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2599
973,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2600
974,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,2,2585
975,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,1,2601
976,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2611
977,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2612
978,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,3,2613
979,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,1,2614
980,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,3619
981,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2616
982,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,2606
983,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2560
984,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2584
985,Apartment,Entire home/apt,4,1.0,0.0,2.0,Pull-out Sofa,2,2582
986,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,1,2560
987,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2565
988,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2566
989,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,5,2567
990,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2569
991,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2570
992,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2583
993,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,2571
994,Apartment,Private room,2,1.0,1.0,1.0,Airbed,1,2574
995,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2576
996,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,1569
997,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,2579
998,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2580
999,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,2,2581
1000,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2572
1001,Apartment,Private room,3,1.0,1.0,1.0,Futon,1,2720
1002,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,1654
1003,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2723
1004,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2853
1005,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2854
1006,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1368
1007,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,2857
1008,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,1,2858
1009,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2859
1010,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,2851
1011,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1620
1012,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2862
1013,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,2,2865
1014,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,2866
1015,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,2868
1016,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2869
1017,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,2870
1018,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,1,2861
1019,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2873
1020,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,1,2850
1021,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,2846
1022,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2825
1023,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2827
1024,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,989
1025,Apartment,Shared room,2,1.0,1.0,1.0,Futon,1,2831
1026,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,2833
1027,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2835
1028,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,2849
1029,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,1534
1030,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,2838
1031,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2839
1032,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2841
1033,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,0,2842
1034,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,11
1035,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,2845
1036,Apartment,Entire home/apt,6,2.5,2.0,2.0,Real Bed,1,2837
1037,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2824
1038,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,2616
1039,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2877
1040,Apartment,Entire home/apt,5,1.0,4.0,4.0,Real Bed,1,707
1041,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2903
1042,Apartment,Shared room,2,1.0,1.0,1.0,Couch,1,2904
1043,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,2905
1044,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2906
1045,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2907
1046,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,677
1047,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,2908
1048,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,2910
1049,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,3,2913
1050,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2915
1051,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,6,2929
1052,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,3,2932
1053,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2933
1054,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1585
1055,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2876
1056,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,3,121
1057,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,2897
1058,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2878
1059,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,2879
1060,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,2880
1061,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,1,2881
1062,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,113
1063,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,2884
1064,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,2899
1065,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,2885
1066,Apartment,Shared room,2,1.5,1.0,1.0,Pull-out Sofa,1,2889
1067,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2890
1068,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,2892
1069,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2893
1070,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2894
1071,Apartment,Entire home/apt,2,2.0,2.0,2.0,Real Bed,1,2896
1072,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2888
1073,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,2490
1074,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,1,2823
1075,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,134
1076,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2757
1077,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2760
1078,Apartment,Shared room,6,1.0,1.0,3.0,Real Bed,1,2678
1079,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2762
1080,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2763
1081,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2764
1082,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2756
1083,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,0,2766
1084,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2770
1085,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,2771
1086,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,2772
1087,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2774
1088,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2775
1089,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2776
1090,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,1,2769
1091,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2777
1092,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,2,2755
1093,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,2752
1094,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,2,2725
1095,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2727
1096,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,1,2729
1097,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,1,2730
1098,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2732
1099,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2734
1100,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,2753
1101,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2736
1102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2739
1103,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2745
1104,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2747
1105,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2748
1106,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2749
1107,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2750
1108,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2737
1109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2822
1110,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2778
1111,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,3,2419
1112,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,1,2801
1113,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2802
1114,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1102
1115,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,2,2804
1116,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2581
1117,Apartment,Entire home/apt,7,2.0,2.0,4.0,Real Bed,1,2806
1118,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2800
1119,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,1,2807
1120,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,2811
1121,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,1,2812
1122,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,2814
1123,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,4,2816
1124,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2817
1125,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2798
1126,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,1,2808
1127,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2779
1128,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2799
1129,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2797
1130,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,2,2781
1131,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,1,2782
1132,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2783
1133,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,215
1134,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,2785
1135,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,2786
1136,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,1,2798
1137,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,212
1138,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,2789
1139,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,1,2790
1140,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2791
1141,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2792
1142,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,2793
1143,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,2794
1144,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2788
1145,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1177
1146,Apartment,Entire home/apt,3,1.5,2.0,1.0,Real Bed,1,3746
1147,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,764
1148,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,433
1149,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,724
1150,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,298
1151,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,161
1152,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,891
1153,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2,296
1154,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,437
1155,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,2,292
1156,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,895
1157,Apartment,Private room,1,1.0,1.0,1.0,Futon,1,896
1158,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,1,897
1159,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,898
1160,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,160
1161,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,439
1162,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,441
1163,Apartment,Private room,4,2.0,1.0,1.0,Real Bed,1,902
1164,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,903
1165,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,904
1166,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,723
1167,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,906
1168,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,166
1169,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,291
1170,Apartment,Shared room,2,1.0,1.0,1.0,Futon,2,578
1171,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,720
1172,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,0,631
1173,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,4,911
1174,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,900
1175,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,445
1176,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,885
1177,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,629
1178,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,2,89
1179,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3619
1180,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,154
1181,Apartment,Shared room,2,1.0,1.0,1.0,Couch,1,426
1182,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,861
1183,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,1,310
1184,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,88
1185,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,1,309
1186,Apartment,Private room,2,1.0,1.0,1.0,Futon,1,156
1187,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,2,865
1188,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,1,304
1189,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,726
1190,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,0,82
1191,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,428
1192,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,2,725
